#Annotated with Bakta v1.11.3, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_4	79393	79578	-	ICBHIB_00486	6.6	10.9	PF02288.20|Dehydratase_MU	PFAM:PF02288.20
contig_4	79598	79735	-	ICBHIB_00487	5.0	4.9		
contig_4	79868	80689	-	ICBHIB_00488	29.3	6.1		
contig_4	80635	81123	-	ICBHIB_00489	16.9	9.5	PF18427.7|DDR_swiveling	PFAM:PF18427.7
contig_4	81104	81628	-	ICBHIB_00490	18.7	11.5		
contig_4	81705	82187	+	ICBHIB_00491	17.9	4.3	PF09438.15|DUF2017	PFAM:PF09438.15
contig_4	93103	93366	-	ICBHIB_00501	9.0	9.8		
contig_4	120649	121149	+	ICBHIB_00529	17.8	4.9	PF00436.31|SSB	PFAM:PF00436.31
contig_4	124842	126362	+	ICBHIB_00533	51.8	5.0	PF00381.24|PTS-HPr, PF00391.29|PEP-utilizers	PFAM:PF00381.24, PFAM:PF00391.29
contig_4	135297	136178	+	ICBHIB_00539	32.5	6.8	PF03061.28|4HBT, PF13279.12|4HBT_2, PF20791.3|Acyl-ACP_TE_C	PFAM:PF03061.28, PFAM:PF13279.12, PFAM:PF20791.3, SO:0001217, UniRef:UniRef50_D7GCS3
contig_4	147547	147711	+	ICBHIB_00548	6.3	10.7	PF13384.12|HTH_23, PF13518.12|HTH_28, PF13542.12|HTH_Tnp_ISL3	PFAM:PF13384.12, PFAM:PF13518.12, PFAM:PF13542.12
contig_4	148530	150083	-	ICBHIB_00550	54.7	4.8		SO:0001217, UniRef:UniRef50_D7GCT4
contig_4	150318	150509	-	ICBHIB_00551	6.8	11.8		
contig_4	159099	159443	-	ICBHIB_00561	12.4	11.2		SO:0001217, UniRef:UniRef50_A0A375I2Y1
contig_5	1340	1588	-	ICBHIB_00565	9.2	5.2		
contig_5	2990	3259	-	ICBHIB_00567	9.0	4.4		
contig_5	5568	5735	-	ICBHIB_00569	6.3	9.8		
contig_6	2203	2631	+	ICBHIB_00575	15.9	5.9		
contig_6	4624	5265	+	ICBHIB_00577	23.8	6.0	PF04909.20|Amidohydro_2	PFAM:PF04909.20
contig_6	14634	14825	-	ICBHIB_00586	6.7	11.8		
contig_6	15008	15355	-	ICBHIB_00587	12.7	5.1		
contig_6	18590	18766	-	ICBHIB_00591	6.1	10.8		
contig_6	19413	19580	+	ICBHIB_00593	6.0	4.8		
contig_6	19707	20132	-	ICBHIB_00594	15.4	10.0		
contig_6	20129	20698	-	ICBHIB_00595	20.0	9.8	PF02899.23|Phage_int_SAM_1	PFAM:PF02899.23
contig_6	20691	21224	-	ICBHIB_00596	19.4	9.9		
contig_6	21275	21622	-	ICBHIB_00597	12.9	6.7		
contig_6	23450	23713	+	ICBHIB_00600	9.0	5.4		
contig_6	23677	24021	-	ICBHIB_00601	12.6	5.5		
contig_7	10343	10702	+	ICBHIB_00610	13.5	4.3		
contig_7	10647	10985	+	ICBHIB_00611	12.1	11.0		
contig_8	1	1671	+	ICBHIB_00621	62.9	5.4	PF13910.11|DUF4209, PF24098.1|DUF7380	PFAM:PF13910.11, PFAM:PF24098.1
contig_8	3070	3501	+	ICBHIB_00623	15.4	10.6		
contig_8	9229	9843	-	ICBHIB_00628	20.7	4.6		SO:0001217, UniRef:UniRef50_D7GH78
contig_8	16006	16335	+	ICBHIB_00632	12.7	5.5		
contig_8	18006	18800	-	ICBHIB_00634	28.8	4.9	PF20628.3|Dyp_perox_C	PFAM:PF20628.3
contig_8	21834	24320	+	ICBHIB_00637	86.0	5.1	PF00395.25|SLH, PF12799.13|LRR_4, PF13855.12|LRR_8, PF14580.12|LRR_9, PF23952.1|LRR_EndoS	PFAM:PF00395.25, PFAM:PF12799.13, PFAM:PF13855.12, PFAM:PF14580.12, PFAM:PF23952.1
contig_8	29507	30661	-	ICBHIB_00642	41.8	10.9		SO:0001217, UniRef:UniRef50_A0A383SAP2
contig_8	30658	32448	-	ICBHIB_00643	62.5	5.4		SO:0001217, UniRef:UniRef50_D7GH67
contig_8	34573	34911	-	ICBHIB_00645	12.6	5.5		
contig_9	1	897	+	ICBHIB_00647	32.1	6.1		
contig_9	2585	2788	+	ICBHIB_00650	7.9	8.2		
contig_9	8155	8556	-	ICBHIB_00657	13.8	6.8		
contig_9	17582	18400	+	ICBHIB_00664	29.0	5.2	PF00581.25|Rhodanese	PFAM:PF00581.25
contig_9	18427	19470	+	ICBHIB_00665	36.9	6.0	PF00356.27|LacI, PF00532.27|Peripla_BP_1, PF13377.12|Peripla_BP_3	PFAM:PF00356.27, PFAM:PF00532.27, PFAM:PF13377.12
contig_9	23076	24878	-	ICBHIB_00668	61.2	5.2	PF12799.13|LRR_4, PF13855.12|LRR_8, PF14580.12|LRR_9, PF23211.1|LRR_LRWD1, PF23952.1|LRR_EndoS	PFAM:PF12799.13, PFAM:PF13855.12, PFAM:PF14580.12, PFAM:PF23211.1, PFAM:PF23952.1
contig_9	27902	28261	+	ICBHIB_00672	13.4	5.1		
contig_9	28333	28629	-	ICBHIB_00673	10.6	4.1		
contig_9	30862	31314	+	ICBHIB_00677	16.1	9.4	PF01281.25|Ribosomal_L9_N, PF03948.19|Ribosomal_L9_C	PFAM:PF01281.25, PFAM:PF03948.19
contig_9	35707	36702	-	ICBHIB_00681	36.3	10.3		
contig_9	36927	37559	-	ICBHIB_00682	22.3	11.5		
contig_10	3928	4416	-	ICBHIB_00686	17.7	4.8		
contig_10	13939	17319	+	ICBHIB_00698	121.8	5.3	PF02463.25|SMC_N, PF06470.18|SMC_hinge, PF13175.12|AAA_15, PF13304.12|AAA_21, PF13476.12|AAA_23, PF13555.12|AAA_29	PFAM:PF02463.25, PFAM:PF06470.18, PFAM:PF13175.12, PFAM:PF13304.12, PFAM:PF13476.12, PFAM:PF13555.12
contig_10	17316	17483	+	ICBHIB_00699	6.1	9.3		
contig_10	17565	17762	+	ICBHIB_00700	7.3	11.7		
contig_10	17854	19008	+	ICBHIB_00701	40.0	4.8	PF00448.28|SRP54, PF02881.24|SRP54_N	PFAM:PF00448.28, PFAM:PF02881.24
contig_10	27258	28235	+	ICBHIB_00711	35.6	5.1		
contig_10	39294	39767	+	ICBHIB_00722	17.2	4.9	PF02576.22|RimP_N, PF17384.8|DUF150_C	PFAM:PF02576.22, PFAM:PF17384.8
contig_10	40974	41171	+	ICBHIB_00724	7.3	11.7		
contig_11	5184	5621	+	ICBHIB_00736	15.7	10.7		
contig_11	9381	10685	-	ICBHIB_00740	46.5	6.2	PF00367.25|PTS_EIIB	PFAM:PF00367.25
contig_12	2918	4342	+	ICBHIB_00749	49.7	5.7	PF00905.27|Transpeptidase, PF21922.1|PBP_dimer_2	PFAM:PF00905.27, PFAM:PF21922.1
contig_12	6788	7168	-	ICBHIB_00752	13.3	9.8		
contig_12	7372	7722	-	ICBHIB_00753	11.9	11.5		
contig_12	11134	11607	+	ICBHIB_00757	17.3	10.1	PF16697.10|Yop-YscD_cpl	PFAM:PF16697.10
contig_13	5839	7656	+	ICBHIB_00761	64.0	4.9	PF13558.12|SbcC_Walker_B	PFAM:PF13558.12
contig_14	1663	2262	-	ICBHIB_00765	20.9	9.5	PF13399.11|LytR_C	PFAM:PF13399.11
contig_14	2626	2985	+	ICBHIB_00766	12.8	4.4	PF04023.20|FeoA	PFAM:PF04023.20
contig_14	8997	9857	+	ICBHIB_00771	30.6	11.0		
contig_14	10354	10656	+	ICBHIB_00772	10.1	10.0		
contig_14	12552	13280	+	ICBHIB_00775	26.3	4.1		
contig_14	14258	16114	+	ICBHIB_00778	63.4	4.1		SO:0001217, UniRef:UniRef50_D7GG01
contig_15	70	168	+	ICBHIB_00779	3.3	4.6		
contig_15	6764	7327	-	ICBHIB_00786	21.2	4.7		
contig_15	19049	19786	-	ICBHIB_00798	26.1	8.9	PF17844.6|SCP_3	PFAM:PF17844.6
contig_15	23826	24410	-	ICBHIB_00801	20.5	4.6	PF00440.29|TetR_N, PF02909.22|TetR_C_1	PFAM:PF00440.29, PFAM:PF02909.22
contig_15	24501	25091	-	ICBHIB_00802	19.4	6.2		
contig_15	29849	30481	-	ICBHIB_00806	22.4	5.0	PF00198.28|2-oxoacid_dh	PFAM:PF00198.28
contig_15	30521	30985	-	ICBHIB_00807	17.3	4.2		
contig_15	34263	34487	-	ICBHIB_00811	8.5	11.1		
contig_15	41958	42590	+	ICBHIB_00819	22.7	8.9	PF01047.28|MarR, PF13463.12|HTH_27	PFAM:PF01047.28, PFAM:PF13463.12
contig_15	49629	50036	-	ICBHIB_00825	14.6	4.7	PF00206.25|Lyase_1	PFAM:PF00206.25
contig_15	50164	50610	-	ICBHIB_00826	17.2	5.8		SO:0001217, UniRef:UniRef50_D7GF18
contig_15	60541	60933	+	ICBHIB_00836	13.8	4.7		
contig_16	849	1490	+	ICBHIB_00838	20.7	9.3	PF00254.34|FKBP_C	PFAM:PF00254.34
contig_16	9313	9492	+	ICBHIB_00847	6.4	4.2	PF19279.4|YegS_C	PFAM:PF19279.4
contig_16	15881	17152	+	ICBHIB_00853	43.1	11.8		
contig_16	21518	21757	+	ICBHIB_00859	8.3	4.2		
contig_16	26674	26925	+	ICBHIB_00863	9.2	4.6		
contig_16	28915	29190	+	ICBHIB_00866	9.7	8.3		
contig_17	6521	7195	+	ICBHIB_00873	23.3	5.4	PF00069.31|Pkinase, PF07714.23|PK_Tyr_Ser-Thr	PFAM:PF00069.31, PFAM:PF07714.23
contig_17	8563	9210	+	ICBHIB_00875	22.8	5.2	PF00724.26|Oxidored_FMN	PFAM:PF00724.26
contig_17	9213	9557	+	ICBHIB_00876	12.5	5.9	PF01022.26|HTH_5, PF01047.28|MarR, PF01978.25|TrmB, PF09339.16|HTH_IclR, PF12840.13|HTH_20, PF13412.12|HTH_24	PFAM:PF01022.26, PFAM:PF01047.28, PFAM:PF01978.25, PFAM:PF09339.16, PFAM:PF12840.13, PFAM:PF13412.12
contig_18	4257	4874	+	ICBHIB_00882	22.4	5.3		
contig_18	12261	12962	-	ICBHIB_00887	25.0	10.9		
contig_18	15728	16474	+	ICBHIB_00890	26.8	5.9		
contig_18	18676	19650	+	ICBHIB_00892	35.0	6.9		
contig_18	25117	26001	+	ICBHIB_00895	31.4	5.0		SO:0001217, UniRef:UniRef50_D7GHE6
contig_18	29324	29842	+	ICBHIB_00900	18.1	10.6	PF12089.13|DUF3566	PFAM:PF12089.13
contig_18	30080	30526	+	ICBHIB_00902	15.7	5.0	PF10722.14|YbjN	PFAM:PF10722.14
contig_18	30541	30999	+	ICBHIB_00903	16.8	4.9	PF10722.14|YbjN	PFAM:PF10722.14
contig_18	31036	31446	-	ICBHIB_00904	14.4	8.3		SO:0001217, UniRef:UniRef50_D7GHF4
contig_18	31819	32442	-	ICBHIB_00905	21.1	5.1	PF13396.11|PLDc_N	PFAM:PF13396.11
contig_18	34690	34989	+	ICBHIB_00907	11.2	5.3		SO:0001217, UniRef:UniRef50_D7GH91
contig_18	35485	35718	-	ICBHIB_00908	8.1	8.7		
contig_18	35945	36358	-	ICBHIB_00909	14.5	9.4		
contig_18	41446	42087	+	ICBHIB_00914	23.1	7.0		SO:0001217, UniRef:UniRef50_A0A0B7NTN2
contig_18	42115	42318	-	ICBHIB_00915	7.2	10.5		
contig_18	47018	47335	+	ICBHIB_00919	11.4	8.2		
contig_18	49998	51038	-	ICBHIB_00923	36.1	5.7	PF01497.23|Peripla_BP_2	PFAM:PF01497.23
contig_18	61456	62175	+	ICBHIB_00929	26.1	4.8	PF00300.27|His_Phos_1	PFAM:PF00300.27
contig_18	62304	63623	-	ICBHIB_00930	46.2	5.6		
contig_18	65193	65516	+	ICBHIB_00932	11.8	4.5	PF00085.26|Thioredoxin, PF13098.12|Thioredoxin_2, PF13905.12|Thioredoxin_8	PFAM:PF00085.26, PFAM:PF13098.12, PFAM:PF13905.12
contig_18	67236	68771	-	ICBHIB_00935	55.0	4.8	PF00142.24|Fer4_NifH, PF01656.29|CbiA, PF02374.21|ArsA_ATPase, PF06564.18|CBP_BcsQ, PF09140.17|MipZ, PF13614.12|AAA_31	PFAM:PF00142.24, PFAM:PF01656.29, PFAM:PF02374.21, PFAM:PF06564.18, PFAM:PF09140.17, PFAM:PF13614.12
contig_18	70578	71543	-	ICBHIB_00937	34.5	4.1	PF01424.28|R3H	PFAM:PF01424.28
contig_18	72697	73047	-	ICBHIB_00939	12.6	9.4		
contig_18	73478	73615	-	ICBHIB_00941	5.2	12.0		
contig_19	1	555	+	ICBHIB_00942	20.2	5.3	PF00430.23|ATP-synt_B	PFAM:PF00430.23
contig_19	5942	6400	+	ICBHIB_00948	16.7	10.3		
contig_19	9177	9455	-	ICBHIB_00952	10.5	10.8		
contig_19	28337	28924	-	ICBHIB_00966	20.9	4.9		
contig_19	33765	33968	+	ICBHIB_00970	7.4	10.3		
contig_19	40876	41895	+	ICBHIB_00976	36.2	9.6		
contig_19	41861	42193	+	ICBHIB_00977	11.7	4.8		
contig_19	53956	54480	+	ICBHIB_00989	19.0	12.0		
contig_19	58484	58897	-	ICBHIB_00994	14.9	5.3	PF01037.27|AsnC_trans_reg, PF13404.12|HTH_AsnC-type, PF13412.12|HTH_24	PFAM:PF01037.27, PFAM:PF13404.12, PFAM:PF13412.12
contig_19	68120	68602	-	ICBHIB_01005	17.6	5.8		
contig_19	72510	72833	+	ICBHIB_01008	11.9	11.2		
contig_19	78129	80318	+	ICBHIB_01012	82.0	5.4		SO:0001217, UniRef:UniRef50_A0A2C8BB75
contig_19	80658	80963	-	ICBHIB_01013	11.0	10.0	PF13601.12|HTH_34	PFAM:PF13601.12
contig_19	84224	84751	-	ICBHIB_01017	17.7	5.4		
contig_19	84691	85725	-	ICBHIB_01018	36.4	9.3		
contig_19	103964	105985	-	ICBHIB_01034	72.5	9.0	PF17764.6|PriA_3primeBD	PFAM:PF17764.6
contig_19	140691	141194	-	ICBHIB_01062	17.9	4.3		
contig_19	151984	152253	+	ICBHIB_01075	9.0	10.2	PF00936.24|BMC	PFAM:PF00936.24
contig_19	153376	153879	+	ICBHIB_01076	17.5	4.6		
contig_19	155037	156122	+	ICBHIB_01079	38.2	5.6	PF01923.23|Cob_adeno_trans	PFAM:PF01923.23
contig_19	178560	179486	-	ICBHIB_01100	31.0	5.3		
contig_19	186711	187205	+	ICBHIB_01107	18.1	5.3		
contig_19	196594	196728	+	ICBHIB_01115	4.8	11.6		
contig_19	199236	199688	+	ICBHIB_01118	16.9	4.9	PF00011.27|HSP20	PFAM:PF00011.27
contig_19	205024	205485	-	ICBHIB_01124	16.6	5.3	PF09424.15|YqeY	PFAM:PF09424.15
contig_19	220294	220836	-	ICBHIB_01138	19.6	10.1		SO:0001217, UniRef:UniRef50_A0A2C7ZV50
contig_19	220917	221426	+	ICBHIB_01139	17.6	4.5		
contig_19	221428	221631	+	ICBHIB_01140	7.2	4.6		
contig_19	221553	221714	-	ICBHIB_01141	5.1	11.8		
contig_19	221690	222166	-	ICBHIB_01142	17.2	5.4		
contig_19	226239	226994	+	ICBHIB_01146	26.9	4.8	PF13794.12|MiaE_2	PFAM:PF13794.12
contig_19	227181	227465	-	ICBHIB_01147	10.1	4.9		
contig_19	247671	248798	-	ICBHIB_01157	39.0	9.4		SO:0001217, UniRef:UniRef50_D7GDA3
contig_19	260818	261108	+	ICBHIB_01167	10.5	5.2	PF14542.12|Acetyltransf_CG	PFAM:PF14542.12
contig_19	269017	269673	-	ICBHIB_01176	23.8	10.4	PF04138.20|GtrA_DPMS_TM	PFAM:PF04138.20
contig_19	269627	270175	-	ICBHIB_01177	19.3	10.6	PF00535.33|Glycos_transf_2	PFAM:PF00535.33
contig_19	271921	272733	+	ICBHIB_01180	30.5	10.6	PF09359.15|VTC	PFAM:PF09359.15
contig_19	287599	288894	-	ICBHIB_01192	46.3	10.7		
contig_19	299925	300803	+	ICBHIB_01203	29.3	4.4		
contig_19	300812	301948	+	ICBHIB_01204	40.8	9.4		
contig_19	302062	302463	+	ICBHIB_01205	13.8	11.1		
contig_19	302460	302684	+	ICBHIB_01206	8.0	5.4		
contig_20	1	789	+	ICBHIB_01209	28.2	7.9	PF00724.26|Oxidored_FMN	PFAM:PF00724.26
contig_20	2035	2250	-	ICBHIB_01211	7.4	4.2		
contig_20	5072	5296	-	ICBHIB_01214	7.9	10.6		
contig_20	6581	8404	+	ICBHIB_01216	63.1	6.0	PF00005.33|ABC_tran, PF13304.12|AAA_21	PFAM:PF00005.33, PFAM:PF13304.12
contig_20	15253	15777	+	ICBHIB_01220	19.6	6.0	PF00929.31|RNase_T	PFAM:PF00929.31
contig_20	15815	16729	-	ICBHIB_01221	35.1	9.2		
contig_20	17574	18380	-	ICBHIB_01222	29.3	6.0		SO:0001217, UniRef:UniRef50_D7GHP3
contig_20	21208	21933	-	ICBHIB_01225	26.4	5.3		
contig_20	22409	22741	+	ICBHIB_01226	10.9	8.6		
contig_20	22742	24274	+	ICBHIB_01227	50.0	9.1	PF00358.26|PTS_EIIA_1	PFAM:PF00358.26
contig_20	29649	30329	+	ICBHIB_01232	24.5	9.3		SO:0001217, UniRef:UniRef50_D7GHS8
contig_20	30622	31497	-	ICBHIB_01233	32.2	10.0	PF01063.24|Aminotran_4	PFAM:PF01063.24
contig_20	44263	44643	-	ICBHIB_01245	13.1	9.5		
contig_21	2983	4020	+	ICBHIB_01250	37.0	6.2	PF00356.27|LacI, PF00532.27|Peripla_BP_1, PF13377.12|Peripla_BP_3	PFAM:PF00356.27, PFAM:PF00532.27, PFAM:PF13377.12
